"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns","flowered.cm","bud.cm","fruit.cm","a.flower.cm","infl.cm","flowered.mm","bud.mm","fruit.mm","a.flower.mm","infl.mm"
"ILL00121738",879.036,10,1550.283,0,312.025,264.967,"Fulton Co., Illinois, west shoulder of county road SW of Farmington","27/07/1980",40.688846,-90.024008,209,1980,162.1991081253,97.6681149716,2143.9543033956,1318.4948299713,13.0121875471,27.5762637917,-0.4316860503,-0.526675757,20,3.54962709149568,3.01429065476272,17.6361718973967,0,24.2000896436551,35.4962709149568,30.1429065476272,176.361718973967,0,242.000896436551
"ILLS00071273",1166.021,10,2603.705,0,0,0,"Miss. River Mile 207.6, Piasa Island, Madison County, Illinois","17/09/1980",38.93089,-90.272013,261,1980,199.4402010075,155.5110508833,2603.4694215714,2315.3656314868,13.1792084314,43.9281231001,-0.2647294724,-0.9109431089,20,0,0,22.3298293941533,0,22.3298293941533,0,0,223.298293941533,0,223.298293941533
"1144991",1169.027,10,0,0,1131.5,1064.082,"Wright Co., Minnesota, southwest arm of Pelican Lake, about 5mi NE of Buffalo, T120N, R25W section 12, NW1/4 SE1/4","19/07/1981",45.207548,-93.783904,200,1981,175.6789652974,86.1507776824,1584.1192220257,815.7490063574,9.2829405741,22.7625244727,-0.2218384346,-0.9014588494,20,9.67898945020089,9.1022876289427,0,0,18.7812770791436,96.7898945020089,91.022876289427,0,0,187.812770791436
"1144972",1170.094,10,454.606,0,493.601,746.403,"Dakota Co., Minnesota, 1mi S of Black Dog Lake in Minnesota Valley","20/07/1981",44.791981,-93.264156,201,1981,177.1419298668,88.2219457076,1611.5453637096,855.1635497352,9.3631840382,22.3338752102,-0.3029773717,-0.8961880742,20,4.2184730457553,6.37900031963244,3.88520922250691,0,14.4826825878946,42.184730457553,63.7900031963244,38.8520922250691,0,144.826825878946
"v0047837WIS",1182.083,10,410.964,0,511.613,98.27,"Oconto Co., Wisconsin, shore of Green Bay at Baysore Park, Little River Tn, see map T29N R22E sec 24","11/08/1981",44.945262,-87.825466,223,1981,130.2067891843,88.2494466196,1265.7461401879,899.6551716127,9.8381094934,14.151981278,-0.3139692872,-0.3630115089,20,4.32806325782538,0.831329102947932,3.4766086645354,0,8.63600102530871,43.2806325782538,8.31329102947932,34.766086645354,0,86.3600102530871
"UWM0012386",613.029,10,2285.256,0,66.219,106.813,"Cook Co., Northbrook, Illinois, Tower A-20, junction Milw Road and CNW tracks, near pond","20/08/1981",42.072113,-87.869498,232,1981,186.9510293079,116.8961387991,1901.7171615578,1337.3853247446,10.0299594642,31.0727768661,-0.3358310489,-0.9702621403,20,1.08019359606152,1.74238086615804,37.2781059297358,0,40.1006803919554,10.8019359606152,17.4238086615804,372.781059297358,0,401.006803919554
"ILLS00071262",884.009,10,3632.61,0,0,0,"""Oak Grove Site"", SE of corner of Tri-State Tollway and Buckley Road, between CMSP railroad track and Tollway, Lake County, Illinois","13/08/1981",42.308841,-87.903341,225,1981,139.1510849181,96.0547813494,1567.3918579581,1019.9922893656,10.1300824837,17.2545042061,-0.3722517041,-0.0766290218,20,0,0,41.0924549410696,0,41.0924549410696,0,0,410.924549410696,0,410.924549410696
"0036850MOR",1216,10,0,0,515.312,800.763,"Indiana, Porter, Indiana Dunes National Lakeshore, north edge of Long Lake. In ca. 2 dm water at edge of lake with sandy bottom.","02/07/1981",41.612448,-87.216935,183,1981,188.738206763,67.2893329523,1929.924369774,640.6352461964,10.1379135229,31.2658169924,-0.3821977697,-0.8413480237,20,4.23776315789474,6.58522203947368,0,0,10.8229851973684,42.3776315789474,65.8522203947368,0,0,108.229851973684
"MU-V-000195943",1160.689,10,0,0,647.829,1518.321,"edge of pond, marl quarry N of Castalia, Margaretta Twp.","26/06/1981",41.391093,-82.81881,177,1981,169.2855699202,51.8264779851,1735.592207776,492.9988246024,10.283260181,25.3186085202,-0.4190927705,-0.8061472662,20,5.58141758903548,13.081204353621,0,0,18.6626219426565,55.8141758903548,130.81204353621,0,0,186.626219426565
"OS157617",1276.157,10,114.041,0,1265.028,655.002,"38.59083 -82.28306 Crown City, Guyan Twp, Gallia Co., Ohio","26/08/1981",38.59083,-82.28306,238,1981,206.2051294094,132.2520448219,2160.0967136386,1668.6230292868,10.3069235513,26.4916780194,-0.3424517369,-0.9941237641,20,9.91279286169335,5.13261299354233,0.893628291816759,0,15.9390341470524,99.1279286169335,51.3261299354233,8.93628291816759,0,159.390341470524
"MU-V-000195886",1164.44,10,2530.336,0,375.302,593.322,"Butler Co., Ohio, along Rt 4 0.5mi S of junction 73","18/07/1981",39.470509,-84.420002,199,1981,188.8600060184,98.0640236183,1965.108347717,985.0266278758,10.399701568,24.9280641472,-0.394267112,-0.7855425344,20,3.22302566040328,5.09534196695407,21.730067672014,0,30.0484352993714,32.2302566040328,50.9534196695407,217.30067672014,0,300.484352993714
"MU-V-000195939",1162.558,10,0,0,964.065,691.705,"Butler Co., Ohio, 4 Mile Creek just N Rt.73","16/07/1981",39.483915,-84.442569,197,1981,190.9422772326,90.4721185837,1988.7790494291,965.5882371885,10.4061937099,24.6670082093,-0.3869856293,-0.7911826081,20,8.29261851881799,5.94985368471939,0,0,14.2424722035374,82.9261851881799,59.4985368471939,0,0,142.424722035374
"MUHW014206",1384.023,10,1858.914,0,332.856,442.126,"Jackson Co., along I77, 1.8mi S of Kenna exit","15/08/1981",38.621677,-81.652234,227,1981,188.7583166051,122.7035880403,1993.8392321333,1437.7064766956,10.4990279948,26.8978955403,-0.3612633325,-0.9802064923,20,2.40498893443245,3.19449893535006,13.4312363306101,0,19.0307242003926,24.0498893443245,31.9449893535006,134.312363306101,0,190.307242003926
"MU-V-000195885",1164.496,10,324.321,0,647.002,768.219,"Hamilton Co., Ohio, Richardson Forest Preserve","04/07/1981",39.305172,-84.606867,185,1981,227.5164692555,88.0079651056,2406.6509791172,994.9245061038,10.5990726636,27.555185962,-0.2508578647,-0.8662001404,20,5.55606889160632,6.59700849122711,2.78507611876726,0,14.9381535016007,55.5606889160632,65.9700849122711,27.8507611876726,0,149.381535016007
"931082157",432,5,895.23,0,486.1,454.39,"","0030-07-19",43.27,-80.06,211,1981,129.9693244579,75.1451596108,1384.7952988524,812.0307973859,10.6572274152,13.1361644948,-0.5330388766,0.3843379722,20,5.62615740740741,5.25914351851852,10.3614583333333,0,21.2467592592593,56.2615740740741,52.5914351851852,103.614583333333,0,212.467592592593
"931082146",433.33,5,89.38,0,452.7,289.03,"","0008-08-19",43.27,-80.06,220,1981,129.9693244579,84.1451596108,1384.7952988524,928.9882358755,10.6572274152,13.1361644948,-0.5330388766,0.3843379722,20,5.22350171924399,3.33498719220917,1.03131562550481,0,9.58980453695798,52.2350171924399,33.3498719220917,10.3131562550481,0,95.8980453695798
"931082886",433.33,5,1635.09,0,455.19,104.69,"","0019-08-19",43.27,-80.06,231,1981,129.9693244579,95.1451596108,1384.7952988524,1053.6461609785,10.6572274152,13.1361644948,-0.5330388766,0.3843379722,20,5.25223270948238,1.20797083054485,18.8665682043708,0,25.326771744398,52.5223270948238,12.0797083054485,188.665682043708,0,253.26771744398
"931082037",434.68,5,3028.47,0,0,0,"","0025-09-19",43.27,-80.06,268,1981,129.9693244579,132.1451596108,1384.7952988524,1383.7358514435,10.6572274152,13.1361644948,-0.5330388766,0.3843379722,20,0,0,34.835626207785,0,34.835626207785,0,0,348.35626207785,0,348.35626207785
"OS154377",1274.265,10,2186.627,0,605.849,417.182,"41.40806 -83.46417 Freedom Twp, Wood Co., Ohio","06/08/1981",41.40806,-83.46417,218,1981,158.5488914208,100.9531759855,1750.6030579937,1159.2649667241,11.0648879122,22.9223732082,-0.4267172781,-0.4805414563,20,4.75449769082569,3.2739029950599,17.1599078684575,0,25.1883085543431,47.5449769082569,32.739029950599,171.599078684575,0,251.883085543431
"v0047827WIS",1182.042,10,0,0,1657.78,595.515,"Marinette Co., Wisconsin, T30N R23E Sec 25, see map","07/08/1982",45.03444,-87.663729,219,1982,167.5827561894,99.6641747241,1319.1197963299,852.7804115937,7.8286093745,18.1201625685,0.1193973317,-0.9057507713,20,14.0247131658604,5.03801895364124,0,0,19.0627321195017,140.247131658604,50.3801895364124,0,0,190.627321195017
"v0047815WIS",1172.043,10,269.066,0,72.099,509.294,"Langlade County, Wisconsin, Sawyer Lake","13/08/1982",45.243418,-88.755268,225,1982,158.3215868541,98.4266851162,1249.4195189819,901.9166400041,7.8588767942,18.682859208,0.0677499223,-0.8748186719,20,0.615156611148226,4.34535251692984,2.29570075500643,0,7.2562098830845,6.15156611148226,43.4535251692984,22.9570075500643,0,72.562098830845
"KHD00046074",1116.016,10,0,0,549.58,619.424,"42.38747 -71.01650, Suffolk, Massachusetts","19/09/1982",42.38747,-71.0165,262,1982,195.8632017763,150.1109845961,1695.8422758833,1464.9142458204,8.8265327592,25.5933956591,0.0993543475,-0.5784822197,20,4.92448136944273,5.5503146908288,0,0,10.4747960602715,49.2448136944273,55.503146908288,0,0,104.747960602715
"v0047833WIS",1178.042,10,344.934,0,581.749,882.168,"Marquette Co., Wisconsin, Fox River, between Co. Hwy. O Bridge and S end of Buffalo, Lake, 4mi SE of Endeavor, see map","21/08/1982",43.672552,-89.394104,233,1982,168.6200909541,115.0511319233,1586.5486602449,1208.0976698112,9.4393489346,20.2887686968,-0.0676654543,-0.8304132778,20,4.93827045215705,7.48842570977945,2.92802803295638,0,15.3547241948929,49.3827045215705,74.8842570977945,29.2802803295638,0,153.547241948929
"UWL0000054",901.001,10,0,0,2021.055,961.02,"44.03734 -91.65073","04/07/1982",44.03734,-91.65073,185,1982,167.8552514049,68.9072871337,1699.0469982795,600.1829625829,9.7361359372,22.4686943819,0.0977528047,-0.700787561,20,22.4312181673494,10.6661368855306,0,0,33.0973550528801,224.312181673494,106.661368855306,0,0,330.973550528801
"UWL0000004",900.036,10,2779.03,0,290.695,299.437,"43.27014 -91.03190","07/08/1982",43.27014,-91.0319,219,1982,177.2072394593,104.3061068024,1858.5644418214,1139.0305921267,9.7714492585,22.0593715174,-0.0668010003,-0.749568777,20,3.22981525183437,3.32694469998978,30.8768760360697,0,37.4336359878938,32.2981525183437,33.2694469998978,308.768760360697,0,374.336359878938
"UWL0000003",902.045,10,1813.882,0,427.543,470.447,"43.27014 -91.03190","07/08/1982",43.27014,-91.0319,219,1982,177.2072394593,104.3061068024,1858.5644418214,1139.0305921267,9.7714492585,22.0593715174,-0.0668010003,-0.749568777,20,4.73970810768864,5.21533848089619,20.1085533426825,0,30.0635999312673,47.3970810768864,52.1533848089619,201.085533426825,0,300.635999312673
"1144973",1172.015,10,0,0,674.191,464.022,"Pop Co., Minnesota, Ordway Prairie, T123N R36W N1/2 and N1/2Se1/4 of Sect 30","09/08/1982",45.434851,-95.22443,221,1982,159.1926640409,104.0820809428,1557.3796152417,1092.5076620505,9.8171965559,22.3381679759,0.0430431934,-0.7458156723,20,5.75240931216751,3.95918140979424,0,0,9.71159072196175,57.5240931216751,39.5918140979424,0,0,97.1159072196175
"MSC0147389",1178.109,10,0,0,614.913,494.659,"Kalamazoo Co., Michigan, Custer Reserve Force Training Sight, ","14/07/1982",42.334275,-85.300301,195,1982,171.7993583831,80.5481167208,1755.3040695175,822.1211235232,10.8205821499,17.1752298661,-0.2512484819,-0.6884618235,20,5.219491575058,4.19875410509554,0,0,9.41824568015353,52.19491575058,41.9875410509554,0,0,94.1824568015353
"OS165112",1276.19,10,1257.191,0,1292.524,966.906,"41.44778 -83.95389 ","29/06/1982",41.44778,-83.95389,180,1982,168.037518025,61.0210696205,1835.2720765868,635.023383058,10.9295129489,15.674181367,-0.280373437,-0.3847833452,20,10.1279903462651,7.5765050658601,9.85112718325641,0,27.5556225953816,101.279903462651,75.765050658601,98.5112718325641,0,275.556225953816
"OS414296",1278.264,10,0,0,857.373,651.269,"41.41750 -82.83139 Resthaven Wildlife Area, Ohio","15/07/1982",41.4175,-82.83139,196,1982,177.7548366789,76.2594670164,1959.6565346771,852.1826050465,11.0516932035,17.0860525911,-0.2294716556,-0.4998976546,20,6.70732336982032,5.09494908719951,0,0,11.8022724570198,67.0732336982032,50.9494908719951,0,0,118.022724570198
"0036851MOR",1218,10,1369.218,0,732.307,715.833,"Indiana, Porter, On the N edge of Long Lake, in interdunal pond region, in 5-10 cm of water.","20/08/1982",41.617613,-87.210455,232,1982,171.3585557999,114.9110275033,1896.3390253359,1388.6823015816,11.1712142949,18.2503022384,-0.2948351526,-0.6550508215,20,6.01237274220033,5.87711822660099,11.2415270935961,0,23.1310180623974,60.1237274220033,58.7711822660099,112.415270935961,0,231.310180623974
"GMUF-0028715",1394.052,10,3481.326,0,650.095,245.177,"upstream from Walter Reed Dr. on Four Mile Run, Arlington County, Virginia","28/08/1982",38.847271,-77.099557,240,1982,209.197813892,139.2127542712,2633.1048817816,1944.8419330395,11.5561019134,24.9375290182,-0.4998888435,-0.2904431893,20,4.66334828256048,1.75873640294623,24.9727126391268,0,31.3947973246335,46.6334828256048,17.5873640294623,249.727126391268,0,313.947973246335
"v0047823WIS",1174.061,10,3552.63,0,0,0,"W side of Big Rib River, bridge at Co. Hwy. A in Athens, 17mi wnw of Wausau, Marathon Co., Wisconsin","20/09/1983",45.047646,-89.955702,263,1983,134.9456401947,119.6551621238,1403.7028773986,1312.1952936238,10.476290355,27.5859932244,-0.5117491644,-0.8187219857,20,0,0,30.2593306480668,0,30.2593306480668,0,0,302.593306480668,0,302.593306480668
"OS164166",1274.226,10,2072.91,0,0,0,"40.09583 -80.72444 Belmont Co., Ohio","17/08/1983",40.09583,-80.72444,229,1983,177.9972353234,112.8162281263,1969.9081868778,1315.9017822176,11.0704562419,27.4240675529,-0.3989653932,-0.8953656018,20,0,0,16.2679932759181,0,16.2679932759181,0,0,162.679932759181,0,162.679932759181
"v0047778WIS",1178.083,10,1040.352,0,534.052,642.127,"Dane Co., Wisconsin, 4mi N of Mazomanie, T9N R6E, sec 20, bank of Wisconsin River","30/07/1983",43.226889,-89.796779,211,1983,157.3972412282,87.1790351382,1906.7875039982,948.1015614731,11.0946103412,31.1483742856,-0.325235274,-0.9590120598,20,4.53322898301733,5.45060916760534,8.83088882532046,0,18.8147269759431,45.3322898301733,54.5060916760534,88.3088882532046,0,188.147269759431
"UWL0000056",900.001,10,612.82,0,0,0,"Bay Co., Michigan, Nayamquinq Point, Saginaw Bay,","22/08/1983",43.651562,-83.841914,234,1983,141.3090363241,93.7920005734,1597.005403835,1149.3490957635,11.2465297914,26.0601198181,-0.3785622011,-0.7808352492,20,0,0,6.80910354544051,0,6.80910354544051,0,0,68.0910354544051,0,68.0910354544051
"OS368322",1274.265,10,2897.619,0,0,0,"41.38194 -82.21861 Lorain Co., Ohio","24/10/1983",41.38194,-82.21861,297,1983,171.9988279661,178.6108348771,1906.0935710804,1918.3178356333,11.294801545,28.9724705341,-0.3488478074,-0.9547153224,20,0,0,22.7395322009158,0,22.7395322009158,0,0,227.395322009158,0,227.395322009158
"1144964",1168.043,10,1939.816,0,1073.194,857.766,"Mower County, Minnesota, about 3miles NE of Lyle in roadside ditch, NW1/4 NE1/4 sec29, T101N R17W","27/07/1983",43.529596,-92.90061,208,1983,160.348352308,87.4688175825,1805.6984188299,943.747712631,11.3018170065,34.5747704261,-0.3139380055,-1.099434322,20,9.18796653890311,7.34361663055213,16.6074022959771,0,33.1389854654324,91.8796653890311,73.4361663055213,166.074022959771,0,331.389854654324
"v0047844WIS",1176.083,10,0,0,862.28,960.148,"Rock Co., Wisconsin, Spring brrok bank, NE corner of Palmer Dr and Sharon Rd. Janesville, La Prairie Twp","07/08/1983",42.671829,-89.00137,219,1983,161.6349467701,95.8651389266,1828.8897648043,1122.1048429707,11.3328889966,32.8888489003,-0.3154389553,-0.9820529546,20,7.3317954600143,8.16394761254095,0,0,15.4957430725552,73.317954600143,81.6394761254095,0,0,154.957430725553
"v0047845WIS",1176.083,10,2040.661,0,1071.987,862.271,"Rock Co., WIsconsin, Spring brrok bank, NE corner of Palmer Dr and Sharon Rd. Janesville, La Prairie Twp","07/08/1983",42.671829,-89.00137,219,1983,161.6349467701,95.8651389266,1828.8897648043,1122.1048429707,11.3328889966,32.8888489003,-0.3154389553,-0.9820529546,20,9.11489240130161,7.33171893480307,17.3513348972819,0,33.7979462333866,91.1489240130161,73.3171893480307,173.513348972819,0,337.979462333866
"HCHM07004",1000.008,10,634.653,0,188.733,188.17,"Michigan, Ingham Co., T2N R1W Sec 24, weed in Field","10/10/1983",42.549582,-84.372825,283,1983,149.5615846802,150.8962528013,1711.2818763268,1707.9825533004,11.3969838829,27.3256608898,-0.429285008,-0.8211831655,20,1.88731490148079,1.88168494652043,6.34647922816617,0,10.1154790761674,18.8731490148079,18.8168494652043,63.4647922816617,0,101.154790761674
"CHRB0001085",1142.063,10,0,0,1726.766,624.013,"40.17417 -74.72163","04/05/1983",40.17417,-74.72163,124,1983,190.6862434727,18.9918405004,2238.3690579685,119.8418652534,11.838550248,32.1220494892,-0.4166281265,-0.9225966739,20,15.1197088076577,5.46391048479812,0,0,20.5836192924558,151.197088076577,54.6391048479812,0,0,205.836192924558
"931081707",433.33,5,383.22,0,524.18,265.61,"","0006-09-19",39.66,-75.57,249,1983,206.0135141099,146.3036520029,2423.5119825451,1955.9809589374,11.849300622,35.3685837049,-0.3279347181,-1.0189875724,20,6.04827729444073,3.06475434426419,4.42180324464034,0,13.5348348833453,60.4827729444073,30.6475434426419,44.2180324464034,0,135.348348833453
"CHRB0001054",1148.028,10,625.206,0,698.403,870.381,"40.42400 -74.47682","18/08/1983",40.424,-74.47682,230,1983,180.8964255842,117.0067065425,2173.5791514416,1458.519085643,11.971475401,29.2540712046,-0.3509937237,-0.830906877,20,6.08350144769988,7.58153111248158,5.44591246903386,0,19.1109450292153,60.8350144769988,75.8153111248158,54.4591246903386,0,191.109450292153
"BHO-V-0001938",1216.026,10,637.72,0,621.564,434.466,"Rte 132, S of Mount Joli, Rmouski Compte, Quebec, Canada","06/07/1984",48.614474,-68.222614,188,1984,103.4155683811,33.3707787082,850.6805720652,211.5330414011,8.0514149965,12.99397914,-0.2868323242,-0.8283494682,20,5.11143676204292,3.57283479136137,5.24429576341295,0,13.9285673168172,51.1143676204292,35.7283479136137,52.4429576341295,0,139.285673168172
"BHO-V-0001941",1214.026,10,1427.603,0,281.205,1052.479,"Glengarry Co., Ontario, Kettlehole, east of Rte 2 /401 Jct","07/07/1984",45.046867,-74.757542,189,1984,162.6945805838,56.427484875,1484.1190400422,517.0760277922,8.6196575307,27.4978061237,-0.1356104626,-1.1045833906,20,2.31630129832475,8.66932833398955,11.7592456833709,0,22.7448753156852,23.1630129832475,86.6932833398955,117.592456833709,0,227.448753156852
"WSU_380579",842.152,10,1194.758,0,0,0,"Pike County, along Delaware River at Mata moras, Pennsylvania","0022-09-19",41.362912,-74.692773,266,1984,193.6346866921,151.8845706041,1709.4947550202,1608.1538055116,9.1654121684,25.1964305302,-0.1636117172,-1.03245526,20,0,0,14.186963873505,0,14.186963873505,0,0,141.86963873505,0,141.86963873505
"MU-V-000195903",1162.558,10,447.52,0,0,407.243,"Erie Co, New York, logging roads south of Ellicott Creek, 0.4mi E of N end of Meadow Drive, Alden, N of sewer main right-of-way","22/08/1984",42.907115,-78.506202,235,1984,160.5402315891,97.7032135342,1475.2743354579,1094.4101658975,9.2035588591,22.279970821,-0.1859078451,-0.8484224172,20,0,3.5029908185226,3.84944235040316,0,7.35243316892577,0,35.029908185226,38.4944235040316,0,73.5243316892577
"ILL00121786",884.009,10,263.789,0,217.799,302.737,"Erie CO., New York, along logging roads S of Ellicott Creek and north of sewer main right of way 0.4mi E of north end of Meadow Drive, Alden","22/08/1984",42.907094,-78.507345,235,1984,160.5434503756,97.7034692374,1475.3929936516,1094.5618256906,9.2042962668,22.2788812636,-0.1858591966,-0.8486231716,20,2.46376450918486,3.42459183107864,2.98400808136569,0,8.87236442162919,24.6376450918486,34.2459183107864,29.8400808136569,0,88.7236442162919
"v0204144WIS",895.036,10,380.199,0,452.712,334.796,"39.45416 -121.60502","19/08/1984",39.45416,-121.60502,232,1984,276.7684850823,196.523256355,3339.252424035,2246.4046616302,9.2091489995,40.27091424,0.0957260987,-1.2399969281,20,5.0580311853378,3.74058697080341,4.24786265580379,0,13.046480811945,50.580311853378,37.4058697080341,42.4786265580379,0,130.46480811945
"MU-V-000195902",1163.527,10,855.343,0,299.787,375.016,"Erie Co., New York, sout of Ellicott Creak and north of sewer main right-of-way, 0.4mi E of north end of Meadow Drive, Alden","22/08/1984",42.908097,-78.507273,235,1984,160.5575357363,97.705878389,1476.2543312925,1095.1991910033,9.2097817788,22.2845464686,-0.186389025,-0.848730817,20,2.57653668544005,3.22309667072616,7.35129481309845,0,13.1509281692647,25.7653668544005,32.2309667072616,73.5129481309845,0,131.509281692647
"v0057046WIS",1178.042,10,0,0,445.871,420.408,"Sheboygan Co., Wisconsin, Hwy V outside Terry Andrae State Park, T14N R23E Sec 15","29/07/1984",43.672949,-87.720082,211,1984,167.7564346431,84.9769242512,1643.0988833081,831.5924670091,9.5287247954,24.4351143863,-0.1278241152,-0.8447630694,20,3.78484807842165,3.5687012856927,0,0,7.35354936411435,37.8484807842165,35.687012856927,0,0,73.5354936411435
"MSC0147373",1176.015,10,2729.284,0,501.355,676.919,"Bay Co., Michigan, Euclid at State Park Rd","11/08/1984",43.66771,-83.911821,224,1984,159.4974752373,90.8136506622,1558.2382266395,1036.3289324856,9.7723772524,23.4834850052,-0.3709562932,-0.7265290439,20,4.26316841196753,5.75604052669396,23.2079012597628,0,33.2271101984243,42.6316841196753,57.5604052669396,232.079012597628,0,332.271101984243
"UWL0000040",904.001,10,1113.076,0,807.443,508.272,"43.93377 -91.34070","24/07/1984",43.93377,-91.3407,206,1984,164.9620387335,78.3572062483,1662.5393653595,825.9169105425,9.794090542,23.4635768845,-0.3052057134,-0.4903034016,20,8.93188171252023,5.6224716565579,12.3127739902943,0,26.8671273593724,89.3188171252023,56.224716565579,123.127739902943,0,268.671273593724
"UWL0000039",901.001,10,716.756,0,814.5,354.468,"43.89078 -91.26018","12/07/1984",43.89078,-91.26018,194,1984,163.7979398072,65.0991256635,1668.4557136903,658.6782650888,9.8391690091,23.1748629703,-0.3045036291,-0.4546308314,20,9.03994557164753,3.93415767574065,7.95510770798257,0,20.9292109553707,90.3994557164753,39.3415767574065,79.5510770798257,0,209.292109553707
"MSC0147378",1176.491,10,1210.986,0,671.272,545.586,"Eaton Co., Michigan, Windsor Twp, N bank of Grand River in a small park area 5om W of Bridge St, at the Grand River bridge, Dimondale","03/08/1984",42.646235,-84.652918,216,1984,163.850811007,85.3834052577,1590.3105709347,977.2730763984,10.2099098587,25.6520207428,-0.3525514804,-0.7101920612,20,5.70571300587935,4.63740054110061,10.2932024129381,0,20.6363159599181,57.0571300587935,46.3740054110061,102.932024129381,0,206.363159599181
"MSC0087993",1176.287,10,516.469,0,975.865,727.737,"Ingham Co., East Lansing, north of Lake Lansing","15/07/1984",42.769681,-84.40486,197,1984,162.933239517,67.104980904,1632.6618504028,731.7887827049,10.2110200555,25.2852606224,-0.3650461926,-0.7273576497,20,8.2961471137571,6.18672993920701,4.39067166431322,0,18.8735487172773,82.961471137571,61.8672993920701,43.9067166431322,0,188.735487172773
"MSC0147379",1176.206,10,1427.441,0,570.746,480.037,"Clinton Co., Michigan, Bath Twp, Rose Lake nature trail","02/08/1984",42.793786,-84.390438,215,1984,163.2318852572,85.2021027745,1668.4115286343,966.8690538019,10.2407544685,25.3540534201,-0.3640533922,-0.732885593,20,4.85243231202697,4.08123236915982,12.1359778814255,0,21.0696425626123,48.5243231202697,40.8123236915982,121.359778814255,0,210.696425626123
"MUHW034952",1370.072,10,990.632,0,491.039,249.93,"Williams Co., Ohio, 2km W SR 15, 1km N. off 20 Alt","23/08/1984",41.664613,-84.555241,236,1984,169.6147889217,108.3875120534,1724.0819160944,1268.745162037,10.367056431,25.5294997908,-0.3316262486,-0.7290223891,20,3.58403791917505,1.82421069841585,7.23051051331609,0,12.638759130907,35.8403791917505,18.2421069841585,72.3051051331609,0,126.38759130907
"UWL0000047",904,10,309.143,0,771.099,117,"Duck Lake, Ingleside, Illinois, near junction of Hwy 12 and 59","23/07/1984",42.379774,-88.161157,205,1984,162.4193432359,79.3226888698,1697.2758207332,863.503059228,10.4689995096,24.805210424,-0.4603653766,-0.6554348253,20,8.52985619469027,1.29424778761062,3.41972345132743,0,13.2438274336283,85.2985619469027,12.9424778761062,34.1972345132743,0,132.438274336283
"MICH-V-1355541",1166.11,10,0,0,902.78,1158.356,"Houghton Co., Michigan, Lenawee C ten E of Raisin Center Hwy, s of golf course, Raisin Twp, R4E T6S S10","10/07/1984",41.947012,-83.34387,192,1984,176.8063255035,68.3876830292,1894.7747051162,735.0735805663,10.6813597714,29.30195166,-0.2532900828,-0.8220026304,20,7.74180823421461,9.93350541544108,0,0,17.6753136496557,77.4180823421461,99.3350541544108,0,0,176.753136496557
"0036995MOR",1216,10,1334.943,0,0,42.802,"Illinois, Cook, At the southeast edge of Elgin, south of Bluff City Cemetery, in the area around the fen.","03/08/1984",42.01511,-88.254053,216,1984,169.4225470514,94.0634636924,1868.7131711809,1124.1095499799,11.1444569557,26.8072155391,-0.4366810813,-0.5809136988,20,0,0.351990131578947,10.9781496710526,0,11.3301398026316,0,3.51990131578947,109.781496710526,0,113.301398026316
"0036996MOR",1220.002,10,0,0,905.21,312.121,"Bluff City Fen, SE corner of Elgin, south of Bluff City Cemetery, Hanover Township, Cook County","03/08/1984",42.01511,-88.254053,216,1984,169.4225470514,94.0634636924,1868.7131711809,1124.1095499799,11.1444569557,26.8072155391,-0.4366810813,-0.5809136988,20,7.41974193484929,2.55836465841859,0,0,9.97810659326788,74.1974193484929,25.5836465841859,0,0,99.7810659326788
"MUHW014208",1390.013,10,1859.25,0,655.693,284.779,"Cabell, West Virginia, State Rt.2 2mi. N of Guyandotte, Ohio River","08/08/1984",38.437084,-82.387374,221,1984,202.77260123,114.7488215022,2220.5245136131,1324.8144427596,11.2976158178,25.239408869,-0.594643965,-0.5708195705,20,4.71717170990487,2.04875062319561,13.3757741834069,0,20.1416965165074,47.1717170990487,20.4875062319561,133.757741834069,0,201.416965165074
"MICH-V-1433783",1168.015,10,604.163,0,1183.902,474.868,"Campbell Co., Kentucky, New Rhichmond Quad, shore of Ohio River, S of mouth of Twelvemile Creek, ST. Rt. 8 0.5mi S, Oneonta","31/07/1984",38.969629,-84.301605,213,1984,199.7351264155,105.9858939069,2255.6204158251,1206.7756699947,11.3071845025,24.6520652878,-0.5432627697,-0.6257966146,20,10.1360170888216,4.06559847262235,5.17256199620724,0,19.3741775576512,101.360170888216,40.6559847262235,51.7256199620724,0,193.741775576512
"v004719WIS",1174.043,10,1127.548,0,905.439,988.336,"Lincoln Co, Wisconsin, ditch along Wisconsin River, Route 107, T33N R6E sec. 30, to Rock Falls, T.28N; R7E; Sect.13","01/08/1985",45.311757,-89.781613,213,1985,153.0533096614,94.0304908792,1225.7163694698,735.6859032016,8.1435702895,15.7114566532,-0.0772513716,-0.7395012949,20,7.71214512585996,8.41822658965643,9.60397532288,0,25.7343470383964,77.1214512585996,84.1822658965643,96.0397532288,0,257.343470383964
"941132",628.013,5,337.615,0,717.338,209.914,"",NA,48.310204,-116.513526,200,1985,131.9545537138,70.9253345039,1117.2805759241,606.6099308408,8.272631367,16.6097696461,-0.0742340615,-0.5962979221,20,5.71117158402772,1.6712552128698,2.68796187340071,0,10.0703886702982,57.1117158402772,16.712552128698,26.8796187340071,0,100.703886702982
